Apelin cells(H).z	Apelin cells(P).z	B cells(H).z	Cardiomyocytes (Atrium)(H).z	Cardiomyocytes (Ventricle)(H).z	Endocardial cells(H).z	Endothelial cells (Blood vessel)(H).z	Endothelial cells (Blood vessel)(P).z	Endothelial cells (Heart)(H).z	Endothelial cells (lymph)(P).z	Erythrocytes(H).z	Fibroblasts (Heart)(H).z	Fibroblasts (Liver)(P).z	Fibroblasts (Pancreas)(P).z	Granulocytes(H).z	Granulocytes(P).z	Hepatocytes A(P).z	Hepatocytes B(P).z	Macrophages(H).z	Macrophages(P).z	Microglia(B).z	Monocytes(H).z	Neurons (CNS)(B).z	Oligodendrocytes(B).z	Pancreas duct epithelial cells(P).z	Pancreas endocrine cells (alpha)(P).z	Pancreas endocrine cells (beta)(P).z	Pancreas endocrine cells (delta)(P).z	Pancreas endocrine cells (epsilon)(P).z	Pancreas endocrine cells (gip)(P).z	Pancreas exocrine cells A(P).z	Pancreas exocrine cells B(P).z	Peripheral Neurons(P).z	Radial glia(B).z	Smooth muscle cells (Heart)(H).z	Smooth muscle cells A(P).z	Smooth muscle cells B (Endocrine pancreas)(P).z	sst1.1 cells(P).z	T cells(H).z	T cells(P).z	TNFalpha cells(H).z	Undifferentiated cells(P).z	Unknown(B).z	Unknown(H).z	Ciona10	Ciona11	Ciona12	Ciona13	Ciona14	Ciona15	Ciona16	Ciona17	Ciona18	Ciona19	Ciona1	Ciona20	Ciona21	Ciona22	Ciona23	Ciona24	Ciona25	Ciona26	Ciona27	Ciona28	Ciona29	Ciona2	Ciona30	Ciona31	Ciona32	Ciona33	Ciona34	Ciona35	Ciona36	Ciona3	Ciona4	Ciona5	Ciona6	Ciona7	Ciona8	Ciona9
Ciona16	0.859403402385593	0.871224120798918	0.434273238736209	0.0941175422733023	0.0295692813998995	0.743668420196953	0.750727987453761	0.593558644196549	0.713320470793297	0.529065334501343	0.202059388184894	0.576693669674597	0.573739892544008	0.217049323189618	0.692069535062229	0.519723217875614	0.106728772473759	0.752676918603851	0.621828835319266	0.457335298065508	0.850039422998982	0.560430510703716	0.956130233768809	0.916921585816266	0.43904771565817	0.35574918822447	0.667572153246547	0.422829411147522	0.289364996620912	0.692736427474201	0.614711938220883	0.296273825016776	0.857490659876042	0.392858679634161	0.652129339624212	0.596339771480417	0.376614767751605	0.548945934882081	0.176966196284974	0.282568624506086	0.545612109810479	0.855367688751778	0.897323341881651	0.40791879643439	0.911407460712697	0.938650113633512	0.921690822680842	0.927342640714312	0.902895883957172	0.800135553997845	0.928180741360089	0.234388081997259	0.909975039225325	0.874475826659712	0.734177050816116	0.0882199944507183	0.832116158817145	0.903985309121092	0.741589605565439	0.3037684737413	0.197384585047606	0.230043191358131	0.0332613926679352	0.0596580906620475	0.860053244400603	0.286579398232068	0.789280461323475	0.872571748472197	0.158548421894837	0.255607907021141	0.356512402433844	0.309241451449541	0.25456719983807	0.118692818852746	0.319698581067921	0.382997319045135	0.843603215483825	0.449705858513974	0.954151657953841	0.904918934386102
Ciona17	0.32889157159616	0.360087396376265	0.678356001915714	0.532166233143416	0.661435070726121	0.203696353867991	0.155516717229512	0.339496767224878	0.179334393479788	0.413041988743981	0.462093614283518	0.200631565555111	0.243601519733783	0.429537890774582	0.709985622135734	0.77006672682944	0.809838477446015	0.282017489855442	0.799909621862038	0.842575055829094	0.569060396658354	0.768651035272454	0.345148592358863	0.389972889922986	0.449296662287922	0.811712282020507	0.836711434177448	0.854446809173965	0.693857054300353	0.795292204316532	0.432606453319685	0.76270316008356	0.336478266062414	0.300069860735748	0.294369062323457	0.277665879919535	0.365571700163166	0.806302648622027	0.659558784614941	0.751467046559136	0.459586193165493	0.412386181574349	0.221812005160923	0.19634043337761	0.259832703901581	0.224805745614759	0.231289859538276	0.250487531571149	0.267372655641291	0.172362261321342	0.234388081997259	0.719517676415431	0.329930681355746	0.397691425184914	0.554890816983865	0.737070356975988	0.740762149727313	0.22653593245043	0.472611607668155	0.56147811921281	0.481311963486225	0.497394468363066	0.734464879850778	0.736606404385035	0.198681405649309	0.602781951363132	0.13833662983892	0.20078997458573	0.499713089162658	0.437128997939395	0.347523928495541	0.405507839405298	0.378924091279443	0.719788456565614	0.332825122613161	0.352579274984523	0.301015985698345	0.416102334363792	0.214102607563886	0.230993747548195
Ciona18	0.501136372047633	0.319469979921633	0.220861043737908	0.25121242774018	0.258698626447634	0.283286885315014	0.28647308203562	0.120937033544051	0.225876759184097	0.158520673765324	0.422755979984196	0.144917122608717	0.0591121030508102	0.0616654225521206	0.336331457886153	0.236945501597444	0.0785420963546287	0.114323769660489	0.342275866705512	0.16519232650302	0.81184774936868	0.364738295899248	0.996215544041374	0.940390923147655	0.133419397092121	0.680328530366585	0.848347085245227	0.795234974223348	0.794785637760471	0.832534534944164	0.282897932170208	0.15515793671555	0.54926821929927	0.682584573966454	0.174122043950668	0.169536864045698	0.101795126532623	0.827697527195938	0.0952243457794718	0.102139139427438	0.172365126380618	0.858400119967726	0.845858048847125	0.220577974111658	0.848120885433224	0.934503448969649	0.878883332372811	0.893612190587395	0.802500140021776	0.571410710531274	0.909975039225325	0.329930681355746	0.96377348701034	0.948768711046543	0.765773326066144	0.168824891526518	0.832084869317987	0.954815860298407	0.761063662591004	0.535813028228955	0.389632778629236	0.327077899022338	0.0815295772146076	0.134268070326787	0.897434238640727	0.545408077512232	0.794673566281222	0.848894801908415	0.129945565188823	0.180524192671067	0.264773497033584	0.249237345469736	0.186847586404818	0.264867772065645	0.291470005095155	0.47019538327803	0.89689191207435	0.600646745004194	0.940941582305925	0.858952575906747
Ciona19	0.409321158379012	0.257845756274347	0.2110519593491	0.268536424454941	0.323254129136634	0.24066578032567	0.289685308364218	0.141356752112971	0.183817971462567	0.189075153777777	0.353064482064329	0.0735046691067945	0.0470868463067537	0.0798621115167702	0.276007319532631	0.251744722018785	0.128428274252803	0.0530423045924087	0.406441097717718	0.254788358142321	0.774667227866071	0.340784391405333	0.984597699435458	0.92460206697219	0.162010548335808	0.778088954675236	0.893207432443132	0.881731233836335	0.801075468251066	0.857458941381917	0.206498155245311	0.19438727818335	0.497393647013583	0.582615255896847	0.135290709462466	0.162147946534018	0.10343344508726	0.874666241255406	0.112018373929918	0.145402663108356	0.171802798318554	0.855163984697842	0.714358106788116	0.26475900092169	0.794131120570486	0.901241198950583	0.834945246355193	0.854114372283183	0.755833643815641	0.370361267044852	0.874475826659712	0.397691425184914	0.948768711046543	0.944721446616141	0.722146479989327	0.261512015574273	0.803323616029008	0.935318048348458	0.708409068635655	0.523130491447934	0.394913138103215	0.299496247760541	0.158647195840805	0.230094096644763	0.860454050414453	0.573202418111299	0.73839528974273	0.78577408054428	0.12948649776301	0.152557472366002	0.213509322912283	0.224218151364426	0.1599444342507	0.343379609316853	0.237818106118156	0.42755285201436	0.875216061693924	0.550891393653592	0.879263988234449	0.810250399848612
Ciona1	0.692110875983456	0.696347802199687	0.795234116933397	0.298511322421086	0.356713594299691	0.392147884875219	0.307924163496406	0.313738207144492	0.307537509820274	0.319729138993638	0.713153644568955	0.136041122795111	0.199166971178732	0.132784003430661	0.873219384002536	0.792045494786054	0.59978246136346	0.297729008813296	0.900513013311599	0.843374711514558	0.850725796709681	0.916379436814334	0.470510985159397	0.524631058763711	0.228968917681522	0.382266900114817	0.585915520213889	0.430517995112723	0.414944977876887	0.518350815214518	0.757542619371285	0.413518818047927	0.48335354755279	0.0671674053471348	0.230609110439671	0.262260550267508	0.193494498758624	0.407263911516546	0.591604549124158	0.835161606468984	0.286755005842989	0.523094224345744	0.510715191067268	0.397377854211491	0.735184378933757	0.787437960581501	0.774470225653878	0.756052171742416	0.655741875048397	0.16952975027333	0.734177050816116	0.554890816983865	0.765773326066144	0.722146479989327	0.86915775370711	0.563234184918443	0.825899049891167	0.723842610672352	0.719168590079316	0.591540533459693	0.363746125729771	0.180625263612597	0.340592230288481	0.457416643504192	0.630026640652712	0.751380125507317	0.414235542983442	0.679113746750517	0.172743389585799	0.132443993992805	0.140043044387107	0.117388332796183	0.185644183532987	0.6719786077357	0.470159748410753	0.16261560416446	0.645748114603089	0.680233027879726	0.802616687687563	0.735020283958923
Ciona20	0.12933436297061	0.16231414225849	0.625349856483018	0.743503266521036	0.835362688685638	0.2224911612848	0.305726643915815	0.424970773613542	0.253271565869599	0.474800676074311	0.597372388183184	0.311026702995232	0.291226958139583	0.571862758723903	0.411328811273501	0.463442216577869	0.918679214431094	0.289593484742507	0.642773131033503	0.736093355367778	0.372752906294882	0.574095852228626	0.241890324093565	0.258588819512935	0.576955343501249	0.853435462180286	0.783080187964174	0.803596313014913	0.721574506419577	0.743724997012441	0.354429799701613	0.888053296703918	0.417085268339208	0.39874276580174	0.425620083208923	0.349664323405502	0.526299734395572	0.745291092268873	0.684272267226504	0.646622929952964	0.624153726627379	0.398841254359568	0.229880021526363	0.390810061343361	0.0913299900086844	0.0861539279707461	0.0921830440464597	0.0827984923562162	0.0989994564933025	0.293224012089105	0.0882199944507183	0.737070356975988	0.168824891526518	0.261512015574273	0.563234184918443	0.91364472576471	0.325710306920396	0.127733598726824	0.37367145381249	0.647236115476894	0.684422756165691	0.678293513142741	0.917554555407025	0.911965207077911	0.126742143438478	0.784096797533236	0.191702483796978	0.0815529678227051	0.683538871084829	0.618511810389937	0.530104906758587	0.568344724563556	0.567168542766277	0.887264854024669	0.598458198830002	0.519749952023372	0.201277548284445	0.557061573655061	0.117496497058064	0.0973621709670756
Ciona21	0.88008357416018	0.915795614558266	0.919974853254858	0.091113173482116	0.129277828496019	0.477443307991851	0.362227839299702	0.414419395621102	0.332868503121656	0.449045574195819	0.428606640503221	0.125632771362996	0.239011118588569	0.141217485802283	0.984446061003908	0.972527372495153	0.771277375180818	0.488368396136349	0.978777425394923	0.961844386375904	0.951816672729705	0.974514913458035	0.695168984401774	0.759944045708757	0.370920351147511	0.435557153954126	0.801206907502812	0.655134629294681	0.304147698071437	0.733971565005775	0.819161726259353	0.469194171535742	0.47233660641963	0.0642162413916516	0.242012822558995	0.208329838143816	0.109718488705226	0.589612644146506	0.610458076586597	0.883393836644082	0.273292574942847	0.63302368199614	0.604244629683612	0.200529203824544	0.851668543598858	0.856658861045326	0.867673906395995	0.858662726205477	0.816867902654714	0.422330056514553	0.832116158817145	0.740762149727313	0.832084869317987	0.803323616029008	0.825899049891167	0.325710306920396	0.942779405609041	0.801063947829877	0.795447589107667	0.748339917560787	0.455850544930593	0.144852402933927	0.179888275526294	0.274032145112908	0.74880923985686	0.6971872975849	0.633468184997623	0.81810444342883	0.0894946273685454	0.0874340663693851	0.161104271781679	0.106952018006825	0.137489613634268	0.431075285181292	0.29098275425827	0.209279569362572	0.743183967097962	0.757737222138751	0.860996271360591	0.837187557200888
Ciona22	0.73801620668888	0.645011652188713	0.551059091282966	0.240204003645563	0.171840208549381	0.568253494338287	0.474716998661501	0.123566529791018	0.620906126969775	0.176367368212432	0.615882303150856	0.179626499393015	0.102975107914212	0.0981296152914536	0.553567000179	0.494434326474142	0.0985426624435894	0.258555593936875	0.480415300998143	0.179844380401951	0.796114856244604	0.504197733714757	0.990227931358022	0.928720691722104	0.389935636675052	0.772419077544502	0.889175850451778	0.794707508650807	0.819548247135439	0.870900125074524	0.254079870915413	0.242538544613272	0.687526799816249	0.692202522066922	0.410133676544545	0.322006080447863	0.148197158831048	0.885682914506687	0.270237815939826	0.246011532704929	0.28348685284991	0.892060663253451	0.854302371582141	0.318962921383763	0.847906942969619	0.924041507427852	0.874429010196469	0.889294370135552	0.8053480139299	0.634575303335796	0.903985309121092	0.22653593245043	0.954815860298407	0.935318048348458	0.723842610672352	0.127733598726824	0.801063947829877	0.960134212920837	0.722173630355079	0.332917255629728	0.271413914104537	0.246257066689798	0.0675210370045651	0.109616573723669	0.885798091267698	0.315005391447694	0.790204405957341	0.83638720955533	0.118118383157963	0.205150942388792	0.261723194092896	0.308422569344256	0.15422559796362	0.199579285449942	0.241810737033667	0.680744794163845	0.908000153407281	0.424219624155395	0.935889331159842	0.853528238506062
Ciona23	0.679258002090621	0.761312689941356	0.790700962259458	0.13619423947521	0.200100184794922	0.427114175544247	0.341111524750849	0.313359250054836	0.282447085198252	0.474460709913346	0.522949772688998	0.153203519543314	0.289588508143751	0.224315895727406	0.919815039077186	0.936320266082429	0.63430574731065	0.348811023000599	0.907986219456583	0.908701407225297	0.857256897659561	0.912353898550091	0.591367826439015	0.634206661413431	0.43557347701379	0.298498137530724	0.537601165371977	0.460126238087647	0.440131181907071	0.469181357779511	0.864857079960158	0.355718760133568	0.449128884051921	0.32551011748021	0.24133929019698	0.301762131421219	0.221990626537146	0.421943631341065	0.720259412580691	0.849181556487822	0.307086428109578	0.432377339216313	0.508838756668438	0.330103723396114	0.739304994285603	0.767374139974664	0.763183131928023	0.742492077844811	0.715768364719342	0.198386081219469	0.741589605565439	0.472611607668155	0.761063662591004	0.708409068635655	0.719168590079316	0.37367145381249	0.795447589107667	0.722173630355079	0.787485974133349	0.605335186737317	0.402676776012548	0.24869806073081	0.388255707735331	0.368352454466506	0.66095799375664	0.510225731198853	0.342449868790564	0.731214452457259	0.214948480949293	0.184824225780889	0.184369214604355	0.215564918245111	0.188207482707546	0.410164710273452	0.293341177881906	0.277573115165723	0.634513916948998	0.630777383297263	0.610945727382667	0.725115036643067
Ciona24	0.558447342569672	0.411461935447896	0.78558753275108	0.419527437656628	0.5659392547176	0.378348872926765	0.339565472079371	0.355881842971322	0.306134322990261	0.525604664015273	0.452846245114555	0.211867131263841	0.230817393842857	0.390122895641795	0.869808626065508	0.897260357908067	0.768067028716029	0.238914194044791	0.906509591192785	0.929040826987435	0.763483930316703	0.905367300120602	0.443422218436348	0.482626918782349	0.583295198575598	0.647626808688707	0.647817422114882	0.691339034259183	0.558996610522747	0.682923634581689	0.505612620027627	0.622359313551626	0.332985496311928	0.317815372594813	0.357777567221595	0.302549132757581	0.358287295807742	0.560046927136727	0.779941937713425	0.825518095391647	0.489818009743383	0.326876092859333	0.230188508262123	0.319473391109418	0.317632993292277	0.312471315946388	0.272573312075117	0.280045780999762	0.275787364941809	0.141261676926644	0.3037684737413	0.56147811921281	0.535813028228955	0.523130491447934	0.591540533459693	0.647236115476894	0.748339917560787	0.332917255629728	0.605335186737317	0.743908834207342	0.469005853294526	0.443351163321198	0.699512088580008	0.664709726677849	0.261146438789553	0.524407905921255	0.107545900474523	0.292740796490513	0.474044057975374	0.405645960722485	0.315038540120738	0.367994031324866	0.336828887279763	0.627874274127823	0.273131905825128	0.319698614888129	0.359599358853165	0.472161331252953	0.255246181693378	0.295096940801649
Ciona25	0.262307583454276	0.2090280728115	0.577495540847839	0.689738389999423	0.77860955065402	0.475552607254415	0.536813484187453	0.561219081414877	0.436919106461745	0.727258346040883	0.406930882151774	0.42254816130239	0.405456428599581	0.625425664626998	0.730390733368749	0.587268672627196	0.66489031633147	0.352886514128032	0.758920052120433	0.823890484020874	0.512401394134777	0.7341450280336	0.353828591840776	0.369043299948496	0.389620368608598	0.635741466616089	0.624233668484169	0.65000768383468	0.631943545310557	0.487460811230195	0.164601726592715	0.490125242193499	0.317618606387389	0.587883348292479	0.554887376313064	0.45651310541597	0.6149556934596	0.629891854312391	0.74342512908778	0.60381548933978	0.649495675007723	0.246608461292987	0.395495083478578	0.558955119815175	0.177762666312681	0.202667288692736	0.174163819259396	0.170049912017648	0.187330550108991	0.259307281981068	0.197384585047606	0.481311963486225	0.389632778629236	0.394913138103215	0.363746125729771	0.684422756165691	0.455850544930593	0.271413914104537	0.402676776012548	0.469005853294526	0.676886857775931	0.647031205149593	0.785150807261052	0.734739771535294	0.296284746417604	0.442552048302112	0.249145282026165	0.246400422611221	0.662999411312822	0.617141092257569	0.563344602076991	0.601552175863153	0.538000719420372	0.620445910379648	0.406317758719608	0.506102841416696	0.296537970928319	0.463222867044616	0.130146192683911	0.170586178128327
Ciona26	0.213631435703708	0.122362931080204	0.563355287205266	0.877782589226706	0.894396397222018	0.654474275932702	0.704838326749938	0.552162606851895	0.647423296233237	0.645768639637516	0.447460464737627	0.759710019277671	0.627557320233795	0.743575210426954	0.303524804646091	0.314692783956	0.553372105654394	0.552850137611476	0.304300017662577	0.396846528440101	0.161990781931997	0.316535369094948	0.273558197536746	0.246998714023832	0.513615196250143	0.51539773876902	0.34971205941461	0.440526450786847	0.415998129407602	0.353697873694953	0.189275082355347	0.533262272115698	0.36938252212328	0.660594919087317	0.764309403400251	0.667626009381638	0.85545289094076	0.431189956277356	0.687132655907754	0.35475291278359	0.791441571629714	0.177724850730638	0.287629742989937	0.7189419212836	0.181583388833343	0.181731267551549	0.200375275101253	0.211333330309635	0.293903804364887	0.505922391298718	0.230043191358131	0.497394468363066	0.327077899022338	0.299496247760541	0.180625263612597	0.678293513142741	0.144852402933927	0.246257066689798	0.24869806073081	0.443351163321198	0.647031205149593	0.8335061441242	0.833488008943137	0.747815414664813	0.410421467595984	0.422753301073239	0.456905045786317	0.319888105601876	0.770806024630524	0.761503563209257	0.707254492966976	0.750431590475782	0.673267609386528	0.591530345879833	0.558228751871418	0.638317919836275	0.287200034767834	0.396960901806673	0.276097341233939	0.202049678799053
Ciona27	0.0951841065660215	0.107700145859874	0.568279731809478	0.857095411540243	0.962895170326921	0.286382444607331	0.425136929130905	0.569257606056463	0.301779146609765	0.650233891428143	0.504807310375712	0.408153837427606	0.391848227424137	0.763236604848235	0.399882893271789	0.536946597280574	0.851308090491736	0.319722487734921	0.4940829797503	0.717180789659512	0.289104000671513	0.449136461934685	0.23877943419942	0.284124217286028	0.591200366123248	0.833606411445396	0.673542556843238	0.806817523598862	0.760918758291401	0.664980943210813	0.207303074245571	0.773665491434527	0.277526878553179	0.668462584388351	0.566791959191059	0.51714535529388	0.727764422464422	0.71121663423195	0.812225462022651	0.622240495945745	0.74586898270118	0.22596485896367	0.215437053254078	0.50941335172206	0.0394778582851876	0.023699776283479	0.0406877924593651	0.0316575491637287	0.078297611679032	0.451790738396113	0.0332613926679352	0.734464879850778	0.0815295772146076	0.158647195840805	0.340592230288481	0.917554555407025	0.179888275526294	0.0675210370045651	0.388255707735331	0.699512088580008	0.785150807261052	0.833488008943137	0.979600772460582	0.943262408780266	0.101879841872677	0.670706334924241	0.222000164666999	0.0711349645471986	0.850855078550905	0.806019523526402	0.730529982788434	0.776764970980255	0.748609025775438	0.863047857685297	0.701268703344491	0.739631147375148	0.137224537983818	0.636874741185552	0.0374365896311024	0.0489286739793062
Ciona28	0.148142077590068	0.140541750317088	0.650019348484046	0.836414134027542	0.938932001710574	0.273886382693846	0.392824683584869	0.500457026125247	0.296013696922405	0.563074284985884	0.607148283480787	0.357648532669396	0.32131599051768	0.641274458667787	0.419230404320778	0.52932876036943	0.883157154433333	0.288949113635052	0.592115530531705	0.710238677849524	0.32192557494283	0.532514829716584	0.228864467021945	0.258808817205263	0.596496052376451	0.860877016962351	0.756368994996365	0.823970228761853	0.757824578249271	0.756174586726061	0.251199164312129	0.831110507231653	0.35463857564434	0.510673140822631	0.485679025987689	0.43228332430802	0.619595016809324	0.742271208458781	0.766967685750819	0.656133675785433	0.649083909005847	0.334979677841977	0.231700513200186	0.475107556076469	0.0686694326833596	0.0574292779436952	0.0583285990961987	0.0613389031427449	0.0782286842821152	0.33109120085911	0.0596580906620475	0.736606404385035	0.134268070326787	0.230094096644763	0.457416643504192	0.911965207077911	0.274032145112908	0.109616573723669	0.368352454466506	0.664709726677849	0.734739771535294	0.747815414664813	0.943262408780266	0.923617455796206	0.116567940874522	0.721544607164592	0.203306065151521	0.0721040216408963	0.7564603041183	0.699813664792841	0.614745178257767	0.654870876268495	0.645684307600961	0.884571710574546	0.639350681307316	0.609870709767081	0.188221065072186	0.573950259418004	0.0692358112143366	0.0701923308494369
Ciona29	0.6917108183085	0.58295335264219	0.291347018707664	0.273907890712759	0.151802737028967	0.647278949146947	0.686713491049873	0.251614140841915	0.63317409799931	0.309502860915635	0.319552514292672	0.51671938438171	0.296263800821808	0.24086685201199	0.538062923401089	0.300820717070591	0.0572705743746927	0.335226722330317	0.351476387774629	0.168673763178137	0.723961125096186	0.386408333768682	0.9695676852844	0.915270528153314	0.181276620743047	0.387076882871114	0.647544330032846	0.468645146058885	0.489330712677302	0.553988114874691	0.247694081676066	0.155871666645948	0.708936994373936	0.658835200951877	0.523384698601134	0.467486929094927	0.263710491415014	0.586614574158181	0.134016417283392	0.0999714517838863	0.400245841003245	0.786332256363634	0.836547911308612	0.440254709614218	0.833326699393216	0.880425101141361	0.854993494555833	0.856032677645787	0.807208923348006	0.668624379561707	0.860053244400603	0.198681405649309	0.897434238640727	0.860454050414453	0.630026640652712	0.126742143438478	0.74880923985686	0.885798091267698	0.66095799375664	0.261146438789553	0.296284746417604	0.410421467595984	0.101879841872677	0.116567940874522	0.85000042565146	0.296162283028852	0.768280462119043	0.830240259244663	0.238772056552345	0.374414101302787	0.458351542234798	0.44151225934361	0.3392605003157	0.154691428789061	0.311720893465187	0.510697520474245	0.816182915226052	0.382606104833925	0.9042182430839	0.835857467126458
Ciona2	0.322981908590774	0.28819902061544	0.615896146621955	0.582460034736882	0.647238341897108	0.266576523445109	0.277024408214438	0.334693277239278	0.2565850554429	0.341525392069926	0.692650707009671	0.236668192210834	0.248076321122226	0.345581628283356	0.543486787921915	0.438527989256205	0.774214884961622	0.311542115513938	0.744210558793607	0.717818981263058	0.552868359193295	0.692723384317756	0.279414616534159	0.404739709689164	0.372224019104044	0.654779064001133	0.672731167458352	0.625476146129229	0.561388663751986	0.596773798444552	0.587615437990554	0.776127253676824	0.463016298640172	0.255787357283149	0.296486620948176	0.30875326953565	0.337409223076241	0.588280872637855	0.502894294769395	0.601249011637952	0.429059163787264	0.423455469393186	0.352888750361082	0.338052555817725	0.284026359439346	0.349902836963362	0.359106680609462	0.267511625268754	0.20403234520788	0.116250733120166	0.286579398232068	0.602781951363132	0.545408077512232	0.573202418111299	0.751380125507317	0.784096797533236	0.6971872975849	0.315005391447694	0.510225731198853	0.524407905921255	0.442552048302112	0.422753301073239	0.670706334924241	0.721544607164592	0.296162283028852	0.775270539870625	0.184452699797828	0.195854583430967	0.445531176468557	0.364978491850092	0.29210970985309	0.312311673225162	0.337984047209799	0.761644531200093	0.452345765896516	0.261837520762151	0.36768548738622	0.506916939437646	0.382808693618944	0.338281491085673
Ciona30	0.693989799639981	0.729695823006463	0.346941153723342	0.240604959888221	0.270034389267753	0.626197502485089	0.790787930192065	0.627995930325653	0.682420004578359	0.668543517987827	0.595926927138495	0.707843131258933	0.577750016232311	0.655749861624042	0.336178879591305	0.261567123895968	0.323300109603332	0.654544952507179	0.593603139279986	0.496754187355556	0.478539171666268	0.627967510967085	0.485270803474352	0.650812567164737	0.564931670481314	0.246802949256327	0.49756796961208	0.414168187176744	0.468378645520413	0.348783642613861	0.40039835352307	0.213285610604157	0.660853083850954	0.452975223386005	0.593127055501766	0.607863146428645	0.56313109413667	0.30813862278001	0.442724303529473	0.444103141647781	0.552944002650762	0.504416812086387	0.635006586790797	0.568139028854678	0.797033028556587	0.818971393607033	0.82011226955086	0.789579087169197	0.75164338786735	0.439497398997874	0.789280461323475	0.13833662983892	0.794673566281222	0.73839528974273	0.414235542983442	0.191702483796978	0.633468184997623	0.790204405957341	0.342449868790564	0.107545900474523	0.249145282026165	0.456905045786317	0.222000164666999	0.203306065151521	0.768280462119043	0.184452699797828	0.836580516898608	0.795267225803743	0.455306766165065	0.489338484805394	0.456408843266637	0.496971135405539	0.494101760455681	0.176167906105348	0.255744773850075	0.508622616118209	0.705195690634811	0.255960773971616	0.846999499241822	0.801007537325819
Ciona31	0.868353770032127	0.908639072957578	0.364535931335133	0.255251313296196	0.191500647779237	0.789528120512283	0.787420253092699	0.660238430639226	0.814488534667576	0.670323475558855	0.493116876848281	0.761363778706077	0.837102380415774	0.479945789501229	0.76036050346913	0.618119695795669	0.324946920071692	0.897032737889312	0.485694465738075	0.373801441071331	0.679580921431901	0.520856133347925	0.614043816886758	0.628027558121608	0.609985998602804	0.10509001645345	0.260350522678199	0.115272429891732	0.161057706386468	0.22590730611676	0.877419533119777	0.323672945130362	0.854789744120993	0.32593022469924	0.736027170269515	0.820953029031671	0.478970295509829	0.126811400077189	0.188839701108551	0.353154937487723	0.505856025479724	0.624626322362622	0.789029080774341	0.537481444132305	0.88565301854329	0.889895625955919	0.902057851632489	0.88509871014978	0.861051641272885	0.757095626432782	0.872571748472197	0.20078997458573	0.848894801908415	0.78577408054428	0.679113746750517	0.0815529678227051	0.81810444342883	0.83638720955533	0.731214452457259	0.292740796490513	0.246400422611221	0.319888105601876	0.0711349645471986	0.0721040216408963	0.830240259244663	0.195854583430967	0.795267225803743	0.920412520492584	0.272815816959712	0.381321037915188	0.528369329794204	0.416247830233181	0.418713697172957	0.105859065543939	0.368574219399784	0.478205395626928	0.78759377855771	0.585475319030735	0.937096077924757	0.888174462172698
Ciona32	0.154281171131878	0.221057931633904	0.378531422371199	0.683890281928175	0.825736791493994	0.463659599863783	0.394967054458776	0.582352724343858	0.453035324820587	0.655866104989248	0.358566120113701	0.7348553671777	0.751950146626049	0.918432213809044	0.299296768302365	0.45538789264398	0.92010042219028	0.631364299558701	0.23766026063768	0.494914433405094	0.169298298103978	0.201892332868363	0.079742667173705	0.126100537124449	0.75962065151759	0.671800832876128	0.45797544137541	0.503029749049398	0.435730520231029	0.426502731534927	0.738465502908057	0.723212347599473	0.3840171222077	0.867943780789344	0.503118008282277	0.520797914436973	0.840785730211345	0.604669945667253	0.621847535172176	0.471897792104341	0.727826371064087	0.253245736213564	0.339973277570442	0.685345227724984	0.168591961140076	0.127182926304564	0.181851543598338	0.163080232118396	0.226543728977964	0.560903076314238	0.158548421894837	0.499713089162658	0.129945565188823	0.12948649776301	0.172743389585799	0.683538871084829	0.0894946273685454	0.118118383157963	0.214948480949293	0.474044057975374	0.662999411312822	0.770806024630524	0.850855078550905	0.7564603041183	0.238772056552345	0.445531176468557	0.455306766165065	0.272815816959712	0.887424022608499	0.829700852018457	0.808914923160949	0.815436678566848	0.785794215635707	0.604656600514899	0.680227685625991	0.682778551937125	0.154318755214213	0.393238898271034	0.102519483361724	0.190483781274655
Ciona33	0.285460318262818	0.277307658417365	0.388593505924667	0.745761778717139	0.788309872584682	0.623653457184597	0.672632112082954	0.691795232200238	0.647827848359501	0.686538026785274	0.389341202279843	0.825899708575766	0.74148331157126	0.862193899976178	0.279547415561519	0.249218904005626	0.694898993744423	0.649353524233336	0.194754786084801	0.37126966632683	0.135272839369833	0.177514627511756	0.168059772891454	0.246043949538672	0.637344215972688	0.49558920955028	0.271492467838786	0.350279998048388	0.408383676216643	0.302308862086465	0.393735767407995	0.569842990232515	0.464637406206559	0.856419353684826	0.726273557126218	0.70032189854824	0.867973674463264	0.352247591766304	0.706841475969983	0.390484951706376	0.866809106370034	0.144001101792331	0.296580888992474	0.702104506721451	0.278529123757113	0.199907659953022	0.260755342049568	0.278904969191593	0.356583664287197	0.613632416185224	0.255607907021141	0.437128997939395	0.180524192671067	0.152557472366002	0.132443993992805	0.618511810389937	0.0874340663693851	0.205150942388792	0.184824225780889	0.405645960722485	0.617141092257569	0.761503563209257	0.806019523526402	0.699813664792841	0.374414101302787	0.364978491850092	0.489338484805394	0.381321037915188	0.829700852018457	0.847512778323171	0.791349057835234	0.837952771991058	0.735123390065321	0.540751118986027	0.671115059302782	0.682134858524794	0.214261539374646	0.33582023077887	0.190402767558357	0.281291236428595
